# 티어별 개별 아이템 가중치 배수. 0 = 그 티어에서 절대 안 나옴, 1 보다 크면 더 흔해진다.
# target 이 무기 계열 id (`sr`) 면 그 계열의 모든 등급에, 아이템 id (`mat_cable`) 면 그 아이템에만 걸린다.
# @ 로 시작하면 묶음이다:
#   @unique_weapons   유니크 무기 6종 · @unique_ammo 유니크 탄종 6종 · @graded_families 등급 무기 6계열
#   @working_implants 정상 임플란트 전부 (상자에서는 안 나오게 0 으로 둔다)
#   @broken_implants.<등급>  그 등급의 망가진 임플란트
# 상위 재료 5종의 배수 (2026-09-11, C-35) 는 "상자 재료 픽 중 상위 재료 비율" 로 역산했다 — 티어 1–2 0 · 3 ≈5 % · 4 ≈10 % · 5 ≈15 %.
#   비율 = Σ(희귀도 가중치 × 배수, 상위 5종) ÷ Σ(같은 식, 재료 전부). 행성 희귀도 배수(planet_loot.csv)를 걸기 전 기준이다.
#   다른 재료의 배수나 loot_tiers.csv 의 희귀도 가중치를 바꾸면 이 비율도 움직인다 — data/README.md 의 역산 절차로 다시 맞춘다.
# 열쇠 2종 (key_basement 지하실 열쇠 · keycard_lab 연구소 키카드, 2026-09-12 소모형 만능 열쇠): 티어 3 · 4 에서만 1,
#   티어 1 · 2 · 5 는 0 이다. 실제 빈도는 이 배수가 아니라 loot_category_weights.csv 의 `key` 줄(티어 3 · 4 에만 있다)이
#   정하고, 여기 1 은 그 카테고리 안에서 두 열쇠를 반반으로 나눈다. 0 줄은 나중에 누가 `key` 카테고리를 다른 티어에
#   더해도 열쇠가 새지 않게 막는 안전핀이다 — 지우지 않는다. 기대치는 scripts/check-planet-loot.mjs 가 잰다.
# 온실 약재 3종 (herb_frostmoss · herb_emberpod · herb_ironleaf, 2026-09-11 온실 개편) 도 모든 티어에서 0 이다 —
# 이것들은 **재배층에서만** 나오는 수확물이라 레이드에서 주울 수 있으면 온실을 돌릴 이유가 없어진다.
# 같은 이유로 작물 4종(crop_*) 과 토양 4종(soil_*) 에는 줄이 아예 없다: 그 두 카테고리는
# loot_category_weights.csv 에 가중치가 없어 상자 굴림의 후보가 되지 못한다 (토양은 채집 노드 전용이다).
# 씨앗만 레이드에서 나온다 — 씨앗 픽은 seeds.csv 의 모든 줄 중에서 등급 가중치로 고르므로 새 씨앗도 저절로 들어간다.
# 2026-09-11 (A-11): 다만 **개량 품종** 2종(seed_deeproot · seed_lumenpod)은 모든 티어에서 0 이다 —
#   야생에 없고 분석기 해석으로만 나오는 것이 그 둘의 존재 이유다. 야생 씨앗 4종은 그대로 상자에서도 나온다.
# 2026-09-11 (A-12) 의 「티어 3 에서 봉인된 유전자 시료 · 결정 표본 0」 줄은 2026-09-13 에 지웠다 — 옛 표본 11종이 은퇴했다(아래 요리 재료 티어 절).
tier,target,mul
3,mat_ballistic_fiber,0.082
3,mat_capacitor,0.082
3,mat_ingot,0.082
3,mat_control_module,0.082
# 온실 약재 3종 (2026-09-11): 재배층 수확물이라 상자에서 나오면 안 된다
3,herb_frostmoss,0
3,seed_deeproot,0
3,seed_lumenpod,0
3,herb_emberpod,0
3,herb_ironleaf,0
3,key_basement,1
3,keycard_lab,1

# 티어 4 — 희귀 캐시
4,@unique_weapons,0.25
4,@unique_ammo,0.025
4,@working_implants,0
4,@broken_implants.common,1
4,@broken_implants.uncommon,1
4,@broken_implants.rare,1
4,@broken_implants.epic,1
4,@broken_implants.legendary,0.5
4,wpn_sr,1.5
4,wpn_smg,0.7
4,gad_drone_air,0.8
# 상위 재료 5종: 재료 픽 중 ≈10 % (C-35)
4,mat_weave,0.118
4,mat_ballistic_fiber,0.118
4,mat_capacitor,0.118
4,mat_ingot,0.118
4,mat_control_module,0.118
# 온실 약재 3종 (2026-09-11): 재배층 수확물이라 상자에서 나오면 안 된다
4,herb_frostmoss,0
4,seed_deeproot,0
4,seed_lumenpod,0
4,herb_emberpod,0
4,herb_ironleaf,0
4,key_basement,1
4,keycard_lab,1

# 티어 5 — 보급 투하 상자
5,@unique_weapons,1
5,@unique_ammo,0.3
5,@graded_families,0
5,mat_scrap,0
5,mat_bio_sample,0
5,mat_alloy,0
5,mat_power_cell,0
5,mat_gunpowder,0
5,mat_cable,0
5,mat_circuit,1
5,mat_machine_parts,0
5,mat_core,0
5,mat_cloth,0
5,mat_can,0
5,mat_syringe,0
5,mat_antiseptic,0
# 상위 재료 5종: 재료 픽 중 ≈15 % (C-35 — 다른 재료가 거의 0 인 티어라 배수가 작다)
5,mat_weave,0.0176
5,mat_ballistic_fiber,0.0176
5,mat_capacitor,0.0176
5,mat_ingot,0.0176
5,mat_control_module,0.0176
# 온실 약재 3종 (2026-09-11): 재배층 수확물이라 상자에서 나오면 안 된다
5,herb_frostmoss,0
5,seed_deeproot,0
5,seed_lumenpod,0
5,herb_emberpod,0
5,herb_ironleaf,0
5,key_basement,0
5,keycard_lab,0

# ── 2026-09-11 (A-14 · A-15): 함선에서만 만드는 재료 15종은 **모든 티어에서 0** 이다 ──
#   영양 배지 · 세포주 · 배양 산물 · 필라멘트는 온실 → 연구실 사슬의 산물이라 상자에서 나오면
#   그 사슬을 돌릴 이유가 없어진다 (온실 약재 3종 · 개량 씨앗 2종과 같은 판단).
#   세포주는 표본(spec_*)을 분석기에 넣어야만 나온다 — 그것이 표본의 존재 이유다.
1,mat_medium_basic,0
1,mat_medium_rich,0
1,strain_algae,0
1,strain_myocyte,0
1,strain_adipocyte,0
1,strain_casein,0
1,strain_ovum,0
1,cult_algae,0
1,cult_meat,0
1,cult_fat,0
1,cult_casein,0
1,cult_albumen,0
1,mat_filament_1,0
1,mat_filament_2,0
1,mat_filament_3,0
2,mat_medium_basic,0
2,mat_medium_rich,0
2,strain_algae,0
2,strain_myocyte,0
2,strain_adipocyte,0
2,strain_casein,0
2,strain_ovum,0
2,cult_algae,0
2,cult_meat,0
2,cult_fat,0
2,cult_casein,0
2,cult_albumen,0
2,mat_filament_1,0
2,mat_filament_2,0
2,mat_filament_3,0
3,mat_medium_basic,0
3,mat_medium_rich,0
3,strain_algae,0
3,strain_myocyte,0
3,strain_adipocyte,0
3,strain_casein,0
3,strain_ovum,0
3,cult_algae,0
3,cult_meat,0
3,cult_fat,0
3,cult_casein,0
3,cult_albumen,0
3,mat_filament_1,0
3,mat_filament_2,0
3,mat_filament_3,0
4,mat_medium_basic,0
4,mat_medium_rich,0
4,strain_algae,0
4,strain_myocyte,0
4,strain_adipocyte,0
4,strain_casein,0
4,strain_ovum,0
4,cult_algae,0
4,cult_meat,0
4,cult_fat,0
4,cult_casein,0
4,cult_albumen,0
4,mat_filament_1,0
4,mat_filament_2,0
4,mat_filament_3,0
5,mat_medium_basic,0
5,mat_medium_rich,0
5,strain_algae,0
5,strain_myocyte,0
5,strain_adipocyte,0
5,strain_casein,0
5,strain_ovum,0
5,cult_algae,0
5,cult_meat,0
5,cult_fat,0
5,cult_casein,0
5,cult_albumen,0
5,mat_filament_1,0
5,mat_filament_2,0
5,mat_filament_3,0

# ── 2026-09-12 (A1): 전투 소모품 3종 (아드레날린 주사 · 각성제 · 안정제, category stim) ──
#   회복약 · 실드 충전기와 같은 stim 가중치를 나눠 쓰므로, 낮은 티어에서 붕대 몫을 너무 빼앗지 않게 낮춘다.
#   안정제(rare)는 티어 1 의 rare 가중치(2)로도 가끔 나오므로 0 으로 막는다 — 임플란트를 되살리는 물건은 군수 상자부터.
#   보급 투하 상자(티어 5)는 회복약 보급이 본업이라 셋 다 줄인다. 티어 3 · 4 는 기본(1) 그대로.
1,boost_adrenaline,0.6
1,boost_stimulant,0.4
1,boost_stabilizer,0
2,boost_stabilizer,0.6
5,boost_adrenaline,0.5
5,boost_stimulant,0.5
5,boost_stabilizer,0.3

# ── 2026-09-13 (요리 재료 티어): 미확인 표본은 세포 · 광물 · DNA 3종뿐이다 ──
#   「DNA 는 구조물 컨테이너 위주」 (사용자 결정) — 컨테이너의 sample 픽 안에서 DNA 가 가장 흔하다. 세포 · 광물의 본업은 벌레 시체와 채집지다.
#   옛 표본 11종은 은퇴(retired)했다 — 줄이 없어도 src/items/LootTables 의 안전핀이 은퇴 아이템을 상자 · 보급 추첨에서 뺀다.
3,spec_dna,1
3,spec_mineral,0.3
3,spec_cell,0.15
4,spec_dna,1
4,spec_mineral,0.3
4,spec_cell,0.15
#   티어 5 는 등급 가중치가 고급(uncommon)에 쏠려 같은 배수면 광물 · 세포가 DNA 를 앞지른다 (2만 회 굴림: 303 · 158 대 154) — 그래서 더 깎는다.
5,spec_dna,1
5,spec_mineral,0.1
5,spec_cell,0.05

# ── 2026-09-13 (요리 재료 티어): 새 재료 24종도 **모든 티어에서 0** 이다 ──
#   세포주 8 (분석기) · 고기 페이스트 · 종별 고기 4 · 동물기름 · 셀룰로스 · 스캐폴드 (배양조 · 조합대) · 암염 결정 (분석기) · 소금 ·
#   난백 단백질 · 카제인 · 유청 (추출기) · 달걀 · 우유 · 치즈 (조합대). 전부 material 이라 줄이 없으면 상자 재료 픽에 섞인다.
#   옛 strain_* · cult_* 의 0 줄은 위에 그대로 남긴다 (은퇴 안전핀과 겹치지만 지우지 않는다).
1,cell_cow,0
1,cell_pig,0
1,cell_chicken,0
1,cell_sheep,0
1,cell_algae,0
1,cell_fat,0
1,cell_albumen,0
1,cell_casein,0
1,food_meat_paste,0
1,food_beef,0
1,food_pork,0
1,food_chicken,0
1,food_lamb,0
1,food_animal_fat,0
1,food_cellulose,0
1,food_scaffold,0
1,min_rocksalt,0
1,food_salt,0
1,comp_albumen,0
1,comp_casein,0
1,comp_whey,0
1,food_egg,0
1,food_milk,0
1,food_cheese,0
2,cell_cow,0
2,cell_pig,0
2,cell_chicken,0
2,cell_sheep,0
2,cell_algae,0
2,cell_fat,0
2,cell_albumen,0
2,cell_casein,0
2,food_meat_paste,0
2,food_beef,0
2,food_pork,0
2,food_chicken,0
2,food_lamb,0
2,food_animal_fat,0
2,food_cellulose,0
2,food_scaffold,0
2,min_rocksalt,0
2,food_salt,0
2,comp_albumen,0
2,comp_casein,0
2,comp_whey,0
2,food_egg,0
2,food_milk,0
2,food_cheese,0
3,cell_cow,0
3,cell_pig,0
3,cell_chicken,0
3,cell_sheep,0
3,cell_algae,0
3,cell_fat,0
3,cell_albumen,0
3,cell_casein,0
3,food_meat_paste,0
3,food_beef,0
3,food_pork,0
3,food_chicken,0
3,food_lamb,0
3,food_animal_fat,0
3,food_cellulose,0
3,food_scaffold,0
3,min_rocksalt,0
3,food_salt,0
3,comp_albumen,0
3,comp_casein,0
3,comp_whey,0
3,food_egg,0
3,food_milk,0
3,food_cheese,0
4,cell_cow,0
4,cell_pig,0
4,cell_chicken,0
4,cell_sheep,0
4,cell_algae,0
4,cell_fat,0
4,cell_albumen,0
4,cell_casein,0
4,food_meat_paste,0
4,food_beef,0
4,food_pork,0
4,food_chicken,0
4,food_lamb,0
4,food_animal_fat,0
4,food_cellulose,0
4,food_scaffold,0
4,min_rocksalt,0
4,food_salt,0
4,comp_albumen,0
4,comp_casein,0
4,comp_whey,0
4,food_egg,0
4,food_milk,0
4,food_cheese,0
5,cell_cow,0
5,cell_pig,0
5,cell_chicken,0
5,cell_sheep,0
5,cell_algae,0
5,cell_fat,0
5,cell_albumen,0
5,cell_casein,0
5,food_meat_paste,0
5,food_beef,0
5,food_pork,0
5,food_chicken,0
5,food_lamb,0
5,food_animal_fat,0
5,food_cellulose,0
5,food_scaffold,0
5,min_rocksalt,0
5,food_salt,0
5,comp_albumen,0
5,comp_casein,0
5,comp_whey,0
5,food_egg,0
5,food_milk,0
5,food_cheese,0
